# Compound	Coefficient
Acetic_acid_aq	0.07395909777814093
Adenine	0.0
Adenosine_monophosphate	0.020037202706552168
Ca-DPA_cryst	0.3812853935323619
Citric_acid	0.0
Cytosine_aq	0.022950025420517176
D-Lactic_acid	0.027106640561057292
D-Mannose_aq	0.0077184397618708855
DPA_cryst	0.08341786053334811
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.01630262864672577
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0452542693796707
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.02203804835735763
L-Methionine_aq	0.01974390396926769
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.05088626215067678
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.039405467125696154
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.09044462523673848
Thymine	0.0393710536443031
Uracil	0.03517056197247549
Uric_acid	0.014775648797435563
Xanthine	0.06744034995373414
intercept	0.41757485862287536
