# Compound	Coefficient
Acetic_acid_aq	0.0
Adenine	0.08621872363628032
Adenosine_monophosphate	0.03617483566370012
Ca-DPA_cryst	0.0
Citric_acid	0.001572444533156705
Cytosine_aq	0.09651522119391286
D-Lactic_acid	0.04139439928896629
D-Mannose_aq	0.056855777572438995
DPA_cryst	0.09580559476360927
Glycine	0.0
Guanine	0.031264077537193104
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0290501261033638
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.049280295822345985
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.09300089164616974
L-Methionine_aq	0.010281715289110564
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07111780606233907
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.017846498239913414
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.051510702262819556
Uracil	0.05350790930489092
Uric_acid	0.0104495753722383
Xanthine	0.01751995134488116
intercept	0.6823316234977277
