# Compound	Coefficient
Acetic_acid_aq	0.07921308984876615
Adenine	0.0
Adenosine_monophosphate	0.09233938393770136
Ca-DPA_cryst	0.39975529728161174
Citric_acid	0.0
Cytosine_aq	0.060405859149988014
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.1359304985104143
Glycine	0.0
Guanine	0.02418645879158312
Hypoxanthine	0.008579511467159903
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.04770871680804239
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.04331652029931576
L-Methionine_aq	0.026680334720611876
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.03676282730770529
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0007372444104181977
L-Tryptophan	0.04001483301316801
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0643042976750567
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.014179290445672232
Succinic_acid	0.10860420574497039
Thymine	0.04411929266980966
Uracil	0.009524932987243445
Uric_acid	0.006553535569991121
Xanthine	0.06639482200228287
intercept	0.0
