# Compound	Coefficient
Acetic_acid_aq	0.05430632420016573
Adenine	0.0
Adenosine_monophosphate	0.0808270146083598
Ca-DPA_cryst	0.4005261596535234
Citric_acid	0.0
Cytosine_aq	0.051476462808071485
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.14329706296268124
Glycine	0.011849334656954261
Guanine	0.03103945725698882
Hypoxanthine	0.008871127142493907
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.07174819041671573
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.0
L-Methionine_aq	0.028432623648690963
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.010065842360781297
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.08101628845276443
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.09838276109592325
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.008862602014161418
Succinic_acid	0.12148572826877187
Thymine	0.011452425333985964
Uracil	0.009305050922121035
Uric_acid	0.002326723436390203
Xanthine	0.04539611347052105
intercept	0.0
