# Compound	Coefficient
Acetic_acid_aq	0.09521177253275857
Adenine	0.0
Adenosine_monophosphate	0.03132990603306972
Ca-DPA_cryst	0.4012100293610707
Citric_acid	0.0
Cytosine_aq	0.006255331594520614
D-Lactic_acid	0.010799834873384352
D-Mannose_aq	0.0
DPA_cryst	0.09034886347732235
Glycine	0.0
Guanine	0.01384757412284905
Hypoxanthine	0.04384032469566597
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.05207963534160309
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.039636348095136276
L-Methionine_aq	0.015221309339833474
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.08147433165241895
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0062341776492875955
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.07340465715609415
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.002750193735244814
Succinic_acid	0.10036451188199304
Thymine	0.053363656297437605
Uracil	0.05126153239320408
Uric_acid	0.006446495666316576
Xanthine	0.0804792700045471
intercept	0.0
