# Compound	Coefficient
Acetic_acid_aq	0.06788467398891558
Adenine	0.0
Adenosine_monophosphate	0.04499534007054176
Ca-DPA_cryst	0.3326340494203088
Citric_acid	0.0
Cytosine_aq	0.033334092758094354
D-Lactic_acid	0.01791705433285681
D-Mannose_aq	0.0
DPA_cryst	0.0920777110289755
Glycine	0.0
Guanine	0.016288370033905156
Hypoxanthine	0.013010162433489094
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.04894570262928167
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.023087052295965846
L-Methionine_aq	0.02765497080231574
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.027828373481863813
L-Proline	0.006532685182035694
L-Serine	0.0
L-Threonine	0.008648899160609465
L-Tryptophan	0.005793373599800723
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.056539884915526306
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0042997821272594055
Succinic_acid	0.06378378981541534
Thymine	0.038181468733204965
Uracil	0.03037080917811204
Uric_acid	0.00257826245241687
Xanthine	0.05472258867188495
intercept	0.38756220190131063
