# Compound	Coefficient
Acetic_acid_aq	0.021676545637201883
Adenine	0.05812381501341743
Adenosine_monophosphate	0.02470487361298523
Ca-DPA_cryst	0.0
Citric_acid	0.0
Cytosine_aq	0.07280126420898038
D-Lactic_acid	0.03522433732876723
D-Mannose_aq	0.04215353588933153
DPA_cryst	0.11621334067511979
Glycine	0.0
Guanine	0.021444211216347552
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.018009105167044796
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.06687183017092854
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.06487589797742288
L-Methionine_aq	0.00624311160694171
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.019112935814165812
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.03694945019746631
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.030985199370963223
Uracil	0.025940385660638013
Uric_acid	0.009030312870106569
Xanthine	0.0
intercept	0.8132564793851561
