# Compound	Coefficient
Acetic_acid_aq	0.008216409525001082
Adenine	0.07330105058323055
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.0
Citric_acid	0.0
Cytosine_aq	0.11682092323524555
D-Lactic_acid	0.03969915488163232
D-Mannose_aq	0.047666081801861174
DPA_cryst	0.07391576390494402
Glycine	0.0
Guanine	0.02180264594211597
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.02418861080529552
L-Histidine_aq	0.0319016091253113
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.04013405790151242
L-Methionine_aq	0.016551957878697104
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.13801459050327858
L-Proline	0.005879599009217605
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0560474792622699
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.025373935696518055
Uracil	0.0353755125439161
Uric_acid	0.014229591128002334
Xanthine	0.047879611811132386
intercept	0.4068856048302516
