# Compound	Coefficient
Acetic_acid_aq	0.08536934547576273
Adenine	0.0
Adenosine_monophosphate	0.08694178457597074
Ca-DPA_cryst	0.4355032576022379
Citric_acid	0.0
Cytosine_aq	0.02590985721914754
D-Lactic_acid	0.0010852717070216136
D-Mannose_aq	0.0
DPA_cryst	0.16010820039185902
Glycine	0.0
Guanine	0.0216465775517188
Hypoxanthine	0.021409783107676605
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.05631006948021409
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.0294197073357539
L-Methionine_aq	0.019032169260850856
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.016169074069383577
L-Proline	0.011438916576634052
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.041274178124034784
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.05476239705171811
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.010641118830600878
Succinic_acid	0.13757820481765104
Thymine	0.03280837200097902
Uracil	0.031764957433898594
Uric_acid	0.016404835188070236
Xanthine	0.06703925106457666
intercept	0.0
