# Compound	Coefficient
Acetic_acid_aq	0.07769120552980091
Adenine	0.0
Adenosine_monophosphate	0.06829535927700489
Ca-DPA_cryst	0.3666898887012742
Citric_acid	0.0
Cytosine_aq	0.048868239539104165
D-Lactic_acid	0.021468840581905364
D-Mannose_aq	0.0
DPA_cryst	0.10686959003855566
Glycine	0.0
Guanine	0.006988327765438832
Hypoxanthine	0.0184315635576024
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.036961918135156244
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.02858966209758855
L-Methionine_aq	0.031544139509352496
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.03808171773167231
L-Proline	0.006167474794285731
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.036132275893939116
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.06332439087129012
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.025755382621145118
Succinic_acid	0.10557142345593803
Thymine	0.04659274979392103
Uracil	0.015803643758197507
Uric_acid	0.00611274576055811
Xanthine	0.05316346444339147
intercept	0.1305569046637128
