# Compound	Coefficient
Acetic_acid_aq	0.0027308771810245942
Adenine	0.04473252399786393
Adenosine_monophosphate	0.025929108416872824
Ca-DPA_cryst	0.0
Citric_acid	0.002550857598578939
Cytosine_aq	0.07466778679661808
D-Lactic_acid	0.04265423640869227
D-Mannose_aq	0.0469476842723386
DPA_cryst	0.09523768419178871
Glycine	0.0
Guanine	0.033495230347923635
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.02080380818587957
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.031203789140344544
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.08116394247554845
L-Methionine_aq	0.015428835827960114
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07578916414904995
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.04525869562934424
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.00855031510443242
Thymine	0.030555526920153852
Uracil	0.030039819802186223
Uric_acid	0.0048410026427409035
Xanthine	0.0
intercept	0.6791326008556009
