# Compound	Coefficient
Acetic_acid_aq	0.004502370915825637
Adenine	0.05532386297053077
Adenosine_monophosphate	0.03869365999975034
Ca-DPA_cryst	0.0
Citric_acid	0.07537009296020175
Cytosine_aq	0.016448314928025794
D-Lactic_acid	0.040372770003660526
D-Mannose_aq	0.14804868516821296
DPA_cryst	0.10617388336199841
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.11307978279109604
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.03883748284356455
L-Methionine_aq	0.03568988562770064
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07483543562144342
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0754390219218993
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.0023590896771037164
Uracil	0.05217066641530476
Uric_acid	0.02566359677851016
Xanthine	0.0
intercept	0.06958325570839957
