# Compound	Coefficient
Acetic_acid_aq	0.08909890347778639
Adenine	0.029186749022714745
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.2605164266467699
Citric_acid	0.0
Cytosine_aq	0.03170091673243061
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.16421812368114902
Glycine	0.0
Guanine	0.026619481741438553
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.08955333034782867
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.0
L-Methionine_aq	0.03214746836554437
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07924121035775802
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.002747497860728595
L-Tryptophan	0.03249485280545013
L-Tyrosine	0.07432062941267988
L-Valine	0.0
N-Acetylglucosamine_aq	0.0341333630201466
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.06344021988377024
Succinic_acid	0.049964114588331984
Thymine	0.0
Uracil	0.0
Uric_acid	0.0
Xanthine	0.03602331816083248
intercept	0.0
