# Compound	Coefficient
Acetic_acid_aq	0.005662434076241787
Adenine	0.05143238363961016
Adenosine_monophosphate	0.037009091395277215
Ca-DPA_cryst	0.0
Citric_acid	0.03094086971829068
Cytosine_aq	0.07688003966834057
D-Lactic_acid	0.02913711882333437
D-Mannose_aq	0.08934623644162981
DPA_cryst	0.10104497346325864
Glycine	0.0
Guanine	0.036251475719393585
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.08326896549050924
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.07626490690077711
L-Methionine_aq	0.014109574747873162
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.1625909567015263
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.059320964705754715
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.04004283273847839
Uracil	0.03608497119138294
Uric_acid	0.0
Xanthine	0.0
intercept	0.277211332210317
