# Compound	Coefficient
Acetic_acid_aq	0.08741239133139214
Adenine	0.0
Adenosine_monophosphate	0.08158614467025714
Ca-DPA_cryst	0.4276481630438819
Citric_acid	0.0
Cytosine_aq	0.05042623124014983
D-Lactic_acid	0.006145825418841766
D-Mannose_aq	0.0
DPA_cryst	0.13530529021105273
Glycine	0.0
Guanine	0.007353686416774301
Hypoxanthine	0.0034552821851817407
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.050170846058599235
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.023745971359476165
L-Methionine_aq	0.028216162012985033
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.016053481061121425
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.06517987714856914
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.07256296706382434
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.030070609570734673
Succinic_acid	0.12259173951413849
Thymine	0.040855595967885114
Uracil	0.022633052648384815
Uric_acid	0.010549912551533855
Xanthine	0.06680875079017341
intercept	0.0
