# Compound	Coefficient
Acetic_acid_aq	0.012479246092339923
Adenine	0.043877439569530746
Adenosine_monophosphate	0.03663055717500152
Ca-DPA_cryst	0.0003958228629183696
Citric_acid	0.005049145542278173
Cytosine_aq	0.04817686385201542
D-Lactic_acid	0.0483133564851721
D-Mannose_aq	0.04916899897584289
DPA_cryst	0.11025201113177907
Glycine	0.0
Guanine	0.017961461278917554
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.04791412108317118
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.004660634220314942
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.10128073888036299
L-Methionine_aq	0.02728373115048267
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.06568364782541306
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.055106964874049424
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.04447652935415679
Uracil	0.06068938157602161
Uric_acid	0.0
Xanthine	0.0
intercept	0.6872238543889646
