# Compound	Coefficient
Acetic_acid_aq	0.010557582124704415
Adenine	0.05630033697744911
Adenosine_monophosphate	0.05203669662154586
Ca-DPA_cryst	0.0
Citric_acid	0.0631982391002725
Cytosine_aq	0.045854838581366394
D-Lactic_acid	0.06436505307989121
D-Mannose_aq	0.14061325990507478
DPA_cryst	0.13991110448946842
Glycine	0.0
Guanine	0.011166057783963842
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.1063238376975867
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.054668917046163105
L-Methionine_aq	0.04163545486826332
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.007560799845689195
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.06942556089267672
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.014364348695485321
Uracil	0.047606555204657626
Uric_acid	0.02670831762210551
Xanthine	0.0
intercept	0.09571124085729668
