# Compound	Coefficient
Acetic_acid_aq	0.005466214811713446
Adenine	0.05148890799749637
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.059589897714097645
Citric_acid	0.0
Cytosine_aq	0.010655543136208792
D-Lactic_acid	0.028216009161657108
D-Mannose_aq	0.08476437660645898
DPA_cryst	0.10419748132479248
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.08378267008687672
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.030793198097220562
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.09325306175249172
L-Methionine_aq	0.005063862339931261
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.13572304657485978
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.02896854771645379
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.049293228270993424
Thymine	0.02303557685789613
Uracil	0.06230044634938048
Uric_acid	0.006702545420565331
Xanthine	0.018547597296995216
intercept	0.7770340223668125
