# Compound	Coefficient
Acetic_acid_aq	0.0013874601848062483
Adenine	0.09953693699018255
Adenosine_monophosphate	0.04880568397220473
Ca-DPA_cryst	0.0
Citric_acid	0.0
Cytosine_aq	0.13215732627195542
D-Lactic_acid	0.05067270614852047
D-Mannose_aq	0.060690546192819904
DPA_cryst	0.14596011750314705
Glycine	0.0
Guanine	0.06113820608843692
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.05020122554096561
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.05416378226713425
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.11103689880929322
L-Methionine_aq	0.0052605845477852985
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.05084938690818212
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.053635185617731666
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0006410994255539704
Thymine	0.03908417590941131
Uracil	0.034235593569815266
Uric_acid	0.012725551351409889
Xanthine	0.001617242131009293
intercept	0.37264310626440483
