# Compound	Coefficient
Acetic_acid_aq	0.07574260912300967
Adenine	0.0
Adenosine_monophosphate	0.0669809390823465
Ca-DPA_cryst	0.2906758713524762
Citric_acid	0.0
Cytosine_aq	0.07203693477852666
D-Lactic_acid	0.0017223197976685475
D-Mannose_aq	0.0
DPA_cryst	0.15059326437453507
Glycine	0.0
Guanine	0.03135800650582541
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.05685515070283959
L-Isoleucine	0.0
L-Leucine	0.008867088469833327
L-Lysine	0.01547970776017978
L-Methionine_aq	0.04157832953866825
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.015071127136397437
L-Tryptophan	0.06752679153675525
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.06009457207908096
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.057591369979736635
Succinic_acid	0.10566122999034301
Thymine	0.019223949851306543
Uracil	0.0
Uric_acid	0.004946336972288228
Xanthine	0.051550783045417665
intercept	0.0
