# Compound	Coefficient
Acetic_acid_aq	0.033705673710938536
Adenine	0.09061023966069336
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.03461442003283414
Citric_acid	0.0
Cytosine_aq	0.09004649923176007
D-Lactic_acid	0.03901589180007491
D-Mannose_aq	0.0346239081974872
DPA_cryst	0.09021160470703804
Glycine	0.0
Guanine	0.017083471669059044
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.03014254753717482
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.06949039666979988
L-Histidine_aq	0.007321881065154495
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.05282053695132423
L-Methionine_aq	0.008361489876171243
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07627065891757571
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.017686487596162315
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.014403601066324594
Succinic_acid	0.028634503844451594
Thymine	0.03542259649086939
Uracil	0.037416713535362404
Uric_acid	0.0
Xanthine	0.037219483903910895
intercept	0.5713026306897575
