# Compound	Coefficient
Acetic_acid_aq	0.06263984499497287
Adenine	0.0
Adenosine_monophosphate	0.0640394262805269
Ca-DPA_cryst	0.42364466418479624
Citric_acid	0.0
Cytosine_aq	0.0377856573295386
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.12627223624622808
Glycine	0.0
Guanine	0.014591860434007868
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.04302248954166703
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.02415571320325036
L-Methionine_aq	0.0210718515252556
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.08460647675954096
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.011391063239027787
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.04251072590109544
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.021801139852577655
Succinic_acid	0.15150401628182905
Thymine	0.015747778102631036
Uracil	0.009736472631508826
Uric_acid	0.021077150086556785
Xanthine	0.0814970182940803
intercept	0.0
