# Compound	Coefficient
Acetic_acid_aq	0.000136028634645103
Adenine	0.03616402464034842
Adenosine_monophosphate	0.011921172489088082
Ca-DPA_cryst	0.0
Citric_acid	0.0
Cytosine_aq	0.06700481575561051
D-Lactic_acid	0.04698829119248222
D-Mannose_aq	0.05151292215793688
DPA_cryst	0.10142888658759473
Glycine	0.0
Guanine	0.018902771336901106
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.036185240310947164
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.01281619630837005
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.06049948282198995
L-Methionine_aq	0.013928783712783558
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0591938550458412
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.05448452611832229
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.017795929727720847
Uracil	0.022573275744140604
Uric_acid	0.01285621687509116
Xanthine	0.006634793353248002
intercept	0.9112111729258022
