# Compound	Coefficient
Acetic_acid_aq	0.058404909519420664
Adenine	0.0
Adenosine_monophosphate	0.05224145340272174
Ca-DPA_cryst	0.2979820143665621
Citric_acid	0.0
Cytosine_aq	0.04559634812133861
D-Lactic_acid	0.016501787000413232
D-Mannose_aq	0.0
DPA_cryst	0.08472005418499401
Glycine	0.0
Guanine	0.0036498067540020446
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0381029575053627
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.010957062534532994
L-Methionine_aq	0.026101412295548153
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.04073831531983521
L-Proline	0.01782379251557525
L-Serine	0.0
L-Threonine	0.025288574414277246
L-Tryptophan	0.019853776038904872
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.049335442479567206
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.010505407487187327
Succinic_acid	0.07113078020446047
Thymine	0.04155551052589796
Uracil	0.012015995490893456
Uric_acid	0.0
Xanthine	0.05429429903584524
intercept	0.5304084591887663
