# Compound	Coefficient
Acetic_acid_aq	0.07930381023150798
Adenine	0.0
Adenosine_monophosphate	0.02409920960394374
Ca-DPA_cryst	0.4181086314289653
Citric_acid	0.0
Cytosine_aq	0.02509662898813369
D-Lactic_acid	0.012206886975667342
D-Mannose_aq	0.0
DPA_cryst	0.09209810775977129
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.01531941066739718
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.020365323087268204
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.03554607547714542
L-Methionine_aq	0.021690282884366516
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.05208297579241071
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.008845044274021831
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.05344709962930976
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0018747473619608473
Succinic_acid	0.11050179297569748
Thymine	0.03948896369723972
Uracil	0.027819586670468816
Uric_acid	0.010788579767459875
Xanthine	0.08189821281828318
intercept	0.3987258186155909
