# Compound	Coefficient
Acetic_acid_aq	0.08384939524016295
Adenine	0.0
Adenosine_monophosphate	0.05844599259633474
Ca-DPA_cryst	0.41031362099777424
Citric_acid	0.0
Cytosine_aq	0.02919642092120093
D-Lactic_acid	0.011520396381668931
D-Mannose_aq	0.0
DPA_cryst	0.11209092116310578
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.022250222848209857
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.026011231470218162
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.02877136811028286
L-Methionine_aq	0.02253309012219773
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.01077472784157981
L-Tryptophan	0.028316010894013185
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0642714986182231
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.020931425133759934
Succinic_acid	0.10629468147010128
Thymine	0.0466296842709026
Uracil	0.02374442721496602
Uric_acid	0.010977561754452043
Xanthine	0.06653823606595359
intercept	0.19368929604617896
