# Compound	Coefficient
Acetic_acid_aq	0.06935274356406017
Adenine	0.0069858176934751385
Adenosine_monophosphate	0.059879016529676525
Ca-DPA_cryst	0.35563256960461087
Citric_acid	0.0
Cytosine_aq	0.05544035190856807
D-Lactic_acid	0.020283714178180506
D-Mannose_aq	0.012472651159143418
DPA_cryst	0.09172763423203743
Glycine	0.0
Guanine	0.01007819569885727
Hypoxanthine	0.015494632194681224
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.054184259432633136
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.04569842046658217
L-Methionine_aq	0.019899515027637142
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0524706581043768
L-Proline	0.00621877709167607
L-Serine	0.0
L-Threonine	0.009116534653543364
L-Tryptophan	0.01151063061870605
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0558033728414249
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0037336115260776697
Succinic_acid	0.1021948841247905
Thymine	0.05967539955757641
Uracil	0.03751964744489031
Uric_acid	0.009583494095980555
Xanthine	0.07869962502861524
intercept	0.04212474629501343
