# Compound	Coefficient
Acetic_acid_aq	0.09111515684192543
Adenine	0.010495046782620584
Adenosine_monophosphate	0.06900287765610381
Ca-DPA_cryst	0.29788980882905264
Citric_acid	0.0
Cytosine_aq	0.06778508901315526
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.14884186236442554
Glycine	0.0
Guanine	0.05868010214200374
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.06521608717566747
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.002096635792019871
L-Methionine_aq	0.03787267646675667
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.004213272614220706
L-Tryptophan	0.07082991642622799
L-Tyrosine	0.04098914215276078
L-Valine	0.0
N-Acetylglucosamine_aq	0.07243902020425622
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.05929102628792198
Succinic_acid	0.05454061785312017
Thymine	0.014794283520603564
Uracil	0.0
Uric_acid	0.0
Xanthine	0.013923949343384567
intercept	0.0
