# Compound	Coefficient
Acetic_acid_aq	0.07289883110643738
Adenine	0.03372012082161793
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.2575586056058272
Citric_acid	0.0
Cytosine_aq	0.03519203841081518
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.13151833705776103
Glycine	0.0
Guanine	0.023261033573673214
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0763130902221294
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.0
L-Methionine_aq	0.02818133050824182
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.062250293827976214
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.004528713916593984
L-Tryptophan	0.049391852375025753
L-Tyrosine	0.06801966615443102
L-Valine	0.0
N-Acetylglucosamine_aq	0.030978725531094837
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.03609673091130873
Succinic_acid	0.034384155930396926
Thymine	0.0
Uracil	0.0
Uric_acid	0.0
Xanthine	0.024929193934783003
intercept	0.0
