# Compound	Coefficient
Acetic_acid_aq	0.08309111808482379
Adenine	0.0
Adenosine_monophosphate	0.09026826357075295
Ca-DPA_cryst	0.4315786004937213
Citric_acid	0.0
Cytosine_aq	0.06396840441248572
D-Lactic_acid	0.009355366490589219
D-Mannose_aq	0.0
DPA_cryst	0.11615568305622619
Glycine	0.0
Guanine	0.013107724090409929
Hypoxanthine	0.006978378415763955
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.052789768069101725
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.035367827764028546
L-Methionine_aq	0.0320855071076358
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.04497738468464515
L-Proline	0.013565103683820062
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.041391044122940604
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.07032844846718823
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.013649967185363212
Succinic_acid	0.1189633081832999
Thymine	0.05526500236742523
Uracil	0.031183893647183852
Uric_acid	0.0
Xanthine	0.07314764939494363
intercept	0.0
