# Compound	Coefficient
Acetic_acid_aq	0.012501412230481993
Adenine	0.038779575029581626
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.055562853813268476
Citric_acid	0.005968969638974494
Cytosine_aq	0.025908019504938727
D-Lactic_acid	0.01937891052738339
D-Mannose_aq	0.11050351427429264
DPA_cryst	0.06547506073436864
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.001614870828643094
L-Alanine	0.0
L-Arginine	0.11242076919727564
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.08164386012763228
L-Methionine_aq	0.0
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.14321268105733603
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.05659162668072648
Thymine	0.021689411408944672
Uracil	0.033137644282539486
Uric_acid	0.011274704738605716
Xanthine	0.012284489477929136
intercept	0.7379496531427991
