# Compound	Coefficient
Acetic_acid_aq	0.07435872570274434
Adenine	0.0
Adenosine_monophosphate	0.04746901059907043
Ca-DPA_cryst	0.402204056188095
Citric_acid	0.0
Cytosine_aq	0.022372956848050646
D-Lactic_acid	0.016372395039138468
D-Mannose_aq	0.0
DPA_cryst	0.12501905968784446
Glycine	0.0
Guanine	0.009679390906866907
Hypoxanthine	0.019825382907523625
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.03824301937898773
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.028002323114064344
L-Methionine_aq	0.024763174905506585
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.013980387920031761
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.03790365733762128
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.06708852111768368
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.022756414222479343
Succinic_acid	0.1094834900570553
Thymine	0.03388195845212575
Uracil	0.025745834830003575
Uric_acid	0.010903762363677662
Xanthine	0.06538091894482274
intercept	0.14532923560339642
