# Compound	Coefficient
Acetic_acid_aq	0.0815303382992158
Adenine	0.003086694846068454
Adenosine_monophosphate	0.07628362362651912
Ca-DPA_cryst	0.340083835517305
Citric_acid	0.0
Cytosine_aq	0.087587276359011
D-Lactic_acid	0.004055290030379849
D-Mannose_aq	0.0
DPA_cryst	0.11297604098373074
Glycine	0.0
Guanine	0.06263422161983015
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.06882345159071881
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.04699957276876216
L-Methionine_aq	0.034894812283716214
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.027259842734182343
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.03833004672196974
L-Tyrosine	0.010520310569342606
L-Valine	0.0
N-Acetylglucosamine_aq	0.06486320863564077
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.030581805081573203
Succinic_acid	0.0618087549902259
Thymine	0.034876274358255854
Uracil	0.0023222546475348805
Uric_acid	0.0019852826255409867
Xanthine	0.01990485459114422
intercept	0.04315402640674581
