# Compound	Coefficient
Acetic_acid_aq	0.06838606461632603
Adenine	0.0
Adenosine_monophosphate	0.03260613641866324
Ca-DPA_cryst	0.242978863825521
Citric_acid	0.0
Cytosine_aq	0.03183666093053759
D-Lactic_acid	0.02312359577687687
D-Mannose_aq	0.011994067151073099
DPA_cryst	0.05865573040832532
Glycine	0.0
Guanine	0.016591172233113724
Hypoxanthine	0.031249793303316533
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.0525778281930274
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.027674787031553627
L-Methionine_aq	0.0
L-Phenylalanine	0.023981838766351356
L-Phenylalanine_aq	0.06728125024951587
L-Proline	0.005736468489851569
L-Serine	0.0
L-Threonine	0.011702281620093466
L-Tryptophan	0.0
L-Tyrosine	0.0007842813890028778
L-Valine	0.0
N-Acetylglucosamine_aq	0.04965559045089697
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.014777202710229649
Succinic_acid	0.07026223840038652
Thymine	0.04341886569739993
Uracil	0.038121712350498854
Uric_acid	0.0016333682091019988
Xanthine	0.05686093544859605
intercept	0.5362288098157972
