# Compound	Coefficient
Acetic_acid_aq	0.034432432571743915
Adenine	0.05778713283182618
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.013154058088618673
Citric_acid	0.0
Cytosine_aq	0.05628929761929754
D-Lactic_acid	0.053592662323963806
D-Mannose_aq	0.04004901045328228
DPA_cryst	0.0750322083850192
Glycine	0.0
Guanine	0.008669740049565406
Hypoxanthine	0.01819312232736877
L-Alanine	0.0
L-Arginine	0.040261112278862525
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.05898022350145988
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.05141356283662215
L-Methionine_aq	0.0
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.15996725565671172
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.03923232557020243
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0064566475470195575
Succinic_acid	0.050280995013964075
Thymine	0.024019486132815952
Uracil	0.04353022335763894
Uric_acid	0.0
Xanthine	0.042272964857839525
intercept	0.590638035777621
