# Compound	Coefficient
Acetic_acid_aq	0.033495946439651154
Adenine	0.0
Adenosine_monophosphate	0.08185253490801506
Ca-DPA_cryst	0.3656908577870102
Citric_acid	0.0
Cytosine_aq	0.04228915516797921
D-Lactic_acid	0.0
D-Mannose_aq	0.0
DPA_cryst	0.22371051435420117
Glycine	0.03848627877219142
Guanine	0.08011769769208725
Hypoxanthine	0.0075337310376123266
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.07123207895873944
L-Isoleucine	0.0015934108968601508
L-Leucine	0.012583075222329874
L-Lysine	0.037681200116047475
L-Methionine_aq	0.02767000528097677
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.0
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.06605509437766406
L-Tyrosine	0.010065420514340406
L-Valine	0.0
N-Acetylglucosamine_aq	0.06580718109384924
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.04253587880537769
Succinic_acid	0.08270137530269975
Thymine	0.009179341010150856
Uracil	0.0
Uric_acid	0.013545015757443676
Xanthine	0.017574997714740005
intercept	0.0
