# Compound	Coefficient
Acetic_acid_aq	0.01687537996253054
Adenine	0.08861705195485692
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.005757679615353856
Citric_acid	0.0
Cytosine_aq	0.09961816094313763
D-Lactic_acid	0.0400177814849389
D-Mannose_aq	0.061709911769549944
DPA_cryst	0.09310840191866704
Glycine	0.0
Guanine	0.014653055509599017
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.04113852194314093
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.06499076534736001
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.05103316401355651
L-Methionine_aq	0.0
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.10553836132166351
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.01833623663292713
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.01400475029769136
Thymine	0.04712035964688709
Uracil	0.04371914368808144
Uric_acid	0.006233276554390513
Xanthine	0.01785623456235794
intercept	0.5694163275415982
