# Compound	Coefficient
Acetic_acid_aq	0.0
Adenine	0.07249994333934916
Adenosine_monophosphate	0.019483973120243737
Ca-DPA_cryst	0.0
Citric_acid	0.0
Cytosine_aq	0.07479099244377403
D-Lactic_acid	0.025361448120616886
D-Mannose_aq	0.05400071910366953
DPA_cryst	0.11995223389824336
Glycine	0.0
Guanine	0.03919851442449168
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.03175727529612661
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.05584850367284828
L-Histidine_aq	0.0
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.09277222180292798
L-Methionine_aq	0.01712310309408669
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.07921667900781092
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.053986897166450186
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.0
Thymine	0.03937795329201687
Uracil	0.036122597143895006
Uric_acid	0.0
Xanthine	0.0
intercept	0.5719777046559475
