# Compound	Coefficient
Acetic_acid_aq	0.07156854121730966
Adenine	0.0
Adenosine_monophosphate	0.06612705648692663
Ca-DPA_cryst	0.37025353701332914
Citric_acid	0.0
Cytosine_aq	0.03319531216674273
D-Lactic_acid	0.014737948756414793
D-Mannose_aq	0.0
DPA_cryst	0.11198326485519702
Glycine	0.0
Guanine	0.023452835716320286
Hypoxanthine	0.01400772058280757
L-Alanine	0.0
L-Arginine	0.0
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.0
L-Histidine_aq	0.06814946269428997
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.039162056626113995
L-Methionine_aq	0.029241110973365472
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.03498787490250666
L-Proline	0.0
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.032683104311247164
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.05932364076774317
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.022094534384631114
Succinic_acid	0.09803924694855808
Thymine	0.03232255421230206
Uracil	0.027541785560500492
Uric_acid	0.005055223129124062
Xanthine	0.05086319976403742
intercept	0.0
