# Compound	Coefficient
Acetic_acid_aq	0.013145276467506734
Adenine	0.1184126726733254
Adenosine_monophosphate	0.0
Ca-DPA_cryst	0.03573991279247349
Citric_acid	0.0
Cytosine_aq	0.14512849406110281
D-Lactic_acid	0.041332305756495796
D-Mannose_aq	0.06316198266955637
DPA_cryst	0.09137966649743112
Glycine	0.0
Guanine	0.0
Hypoxanthine	0.0
L-Alanine	0.0
L-Arginine	0.030252107886529177
L-Asparagine	0.0
L-Aspartic_acid	0.0
L-Cysteine_aq	0.0
L-Glutamic_acid	0.0
L-Glutamine	0.0
L-Histidine	0.09692334970969059
L-Histidine_aq	0.0009024211462094015
L-Isoleucine	0.0
L-Leucine	0.0
L-Lysine	0.05333974816919507
L-Methionine_aq	0.0006160951550168415
L-Phenylalanine	0.0
L-Phenylalanine_aq	0.12195178503028362
L-Proline	0.0017575092528302506
L-Serine	0.0
L-Threonine	0.0
L-Tryptophan	0.0
L-Tyrosine	0.0
L-Valine	0.0
N-Acetylglucosamine_aq	0.0
N-Acetylmuramic_acid	0.0
Peptidoglycan	0.0
Succinic_acid	0.03171458042356455
Thymine	0.04587330348124412
Uracil	0.046334489901939564
Uric_acid	0.0
Xanthine	0.057114164511636735
intercept	0.6371786438653214
